Source,CH1,CH2
Second,Volt,Volt
-0.14000000000,-1.60000,-0.10000
-0.13960000000,-1.60000,-0.10000
-0.13920000000,-1.20000,-0.10000
-0.13880000000,-1.60000,-0.10000
-0.13840000000,-1.20000,-0.10000
-0.13800000000,-1.20000,-0.10000
-0.13759998438,-1.20000,-0.10000
-0.13720000000,-1.20000,-0.10000
-0.13679998438,-0.80000,-0.10000
-0.13640000000,-1.20000,-0.10000
-0.13600000000,-1.20000,-0.10000
-0.13560000000,-1.20000,-0.10000
-0.13520000000,-1.20000,-0.08000
-0.13480000000,-1.20000,-0.10000
-0.13440000000,-1.20000,-0.10000
-0.13400000000,-1.20000,-0.08000
-0.13360000000,-1.20000,-0.10000
-0.13319998438,-1.60000,-0.10000
-0.13280000000,-1.60000,-0.10000
-0.13239998438,-1.20000,-0.10000
-0.13200000000,-1.20000,-0.10000
-0.13160000000,-1.20000,-0.10000
-0.13120000000,-1.20000,-0.10000
-0.13079999219,-1.20000,-0.10000
-0.13040000000,-1.20000,-0.10000
-0.12999999219,-1.20000,-0.10000
-0.12960000000,-1.20000,-0.10000
-0.12920000000,-1.20000,-0.08000
-0.12879999219,-1.20000,-0.10000
-0.12840000000,-1.20000,-0.10000
-0.12799999219,-1.20000,-0.10000
-0.12760000000,-1.20000,-0.10000
-0.12719999219,-1.60000,-0.10000
-0.12680000000,-1.20000,-0.10000
-0.12639999219,-1.20000,-0.10000
-0.12600000000,-1.20000,-0.10000
-0.12559999219,-1.20000,-0.10000
-0.12520000000,-1.20000,-0.08000
-0.12480000000,-1.20000,-0.10000
-0.12440000000,-1.20000,-0.10000
-0.12400000000,-1.20000,-0.10000
-0.12360000000,-1.20000,-0.08000
-0.12320000000,-1.20000,-0.10000
-0.12280000000,-1.60000,-0.10000
-0.12239998750,-1.20000,-0.10000
-0.12200000000,-1.20000,-0.08000
-0.12160000000,-1.20000,-0.10000
-0.12120000000,-1.60000,-0.08000
-0.12080000000,-1.20000,-0.10000
-0.12040000000,-1.20000,-0.08000
