Source,CH1,CH2
Second,Volt,Volt
-0.00718000000,-1.20000,-0.08000
-0.00716000000,-1.60000,-0.10000
-0.00714000000,-1.60000,-0.10000
-0.00712000000,-1.60000,-0.10000
-0.00710000000,-1.20000,-0.10000
-0.00708000000,-1.20000,-0.10000
-0.00706000000,-1.20000,-0.10000
-0.00704000000,-1.60000,-0.10000
-0.00702000000,-1.20000,-0.10000
-0.00700000000,-1.20000,-0.10000
-0.00697999938,-1.20000,-0.10000
-0.00696000000,-1.20000,-0.10000
-0.00694000000,-1.60000,-0.10000
-0.00691999938,-1.20000,-0.10000
-0.00690000000,-1.20000,-0.08000
-0.00688000000,-1.20000,-0.10000
-0.00685999938,-1.60000,-0.10000
-0.00684000000,-1.20000,-0.08000
-0.00682000000,-1.20000,-0.10000
-0.00679999938,-1.20000,-0.10000
-0.00678000000,-1.20000,-0.10000
-0.00676000000,-1.20000,-0.10000
-0.00673999938,-1.20000,-0.10000
-0.00672000000,-1.20000,-0.10000
-0.00670000000,-1.20000,-0.10000
-0.00667999938,-1.20000,-0.10000
-0.00666000000,-1.60000,-0.10000
-0.00664000000,-1.20000,-0.10000
-0.00661999938,-1.20000,-0.10000
-0.00660000000,-1.60000,-0.10000
-0.00658000000,-1.20000,-0.10000
-0.00655999938,-1.20000,-0.10000
-0.00654000000,-1.20000,-0.10000
-0.00652000000,-1.20000,-0.10000
-0.00649999938,-1.20000,-0.10000
-0.00648000000,-1.20000,-0.10000
-0.00646000000,-1.20000,-0.10000
-0.00643999938,-1.60000,-0.10000
-0.00642000000,-1.20000,-0.10000
-0.00640000000,-1.20000,-0.10000
-0.00637999938,-1.20000,-0.10000
-0.00636000000,-1.20000,-0.10000
-0.00634000000,-1.20000,-0.10000
-0.00632000000,-1.20000,-0.10000
-0.00630000000,-1.60000,-0.10000
-0.00628000000,-1.20000,-0.10000
-0.00626000000,-1.20000,-0.10000
-0.00624000000,-1.20000,-0.10000
-0.00622000000,-1.60000,-0.10000
-0.00620000000,-0.80000,-0.10000
-0.00618000000,-1.20000,-0.10000
-0.00616000000,-1.20000,-0.10000
-0.00614000000,-1.20000,-0.10000
-0.00612000000,-1.20000,-0.10000
-0.00610000000,-1.20000,-0.10000
-0.00608000000,-1.20000,-0.10000
-0.00606000000,-1.20000,-0.10000
-0.00604000000,-1.20000,-0.10000
-0.00602000000,-1.20000,-0.10000
-0.00600000000,-1.20000,-0.10000
-0.00598000000,-1.20000,-0.10000
-0.00596000000,-1.20000,-0.10000
-0.00594000000,-1.60000,-0.10000
-0.00592000000,-1.20000,-0.10000
-0.00590000000,-1.20000,-0.10000
-0.00588000000,-1.20000,-0.08000
-0.00586000000,-1.20000,-0.10000
-0.00584000000,-1.60000,-0.10000
-0.00582000000,-1.20000,-0.10000
-0.00580000000,-1.20000,-0.10000
-0.00578000000,-1.20000,-0.10000
-0.00576000000,-1.60000,-0.08000
-0.00574000000,-1.60000,-0.10000
-0.00572000000,-1.60000,-0.10000
-0.00569999938,-1.20000,-0.10000
-0.00568000000,-1.20000,-0.10000
-0.00566000000,-1.20000,-0.08000
-0.00563999938,-1.20000,-0.10000
-0.00562000000,-1.20000,-0.08000
-0.00560000000,-1.20000,-0.10000
-0.00557999938,-1.20000,-0.10000
-0.00556000000,-1.20000,-0.10000
-0.00554000000,-1.20000,-0.10000
-0.00551999938,-1.20000,-0.10000
-0.00550000000,-1.20000,-0.10000
-0.00548000000,-1.60000,-0.10000
-0.00545999938,-1.20000,-0.10000
-0.00544000000,-1.60000,-0.10000
-0.00542000000,-1.20000,-0.10000
-0.00539999938,-1.20000,-0.10000
-0.00538000000,-1.20000,-0.10000
-0.00536000000,-1.20000,-0.10000
-0.00533999938,-1.20000,-0.10000
-0.00532000000,-1.60000,-0.10000
-0.00530000000,-1.20000,-0.10000
-0.00528000000,-1.60000,-0.10000
-0.00526000000,-1.60000,-0.10000
-0.00524000000,-1.60000,-0.10000
-0.00521999969,-1.20000,-0.10000
-0.00520000000,-1.20000,-0.10000
-0.00518000000,-1.60000,-0.10000
-0.00515999969,-1.60000,-0.10000
-0.00514000000,-1.20000,-0.10000
-0.00512000000,-1.20000,-0.10000
-0.00509999969,-1.20000,-0.10000
-0.00508000000,-1.20000,-0.10000
-0.00506000000,-1.60000,-0.10000
-0.00503999969,-1.20000,-0.10000
-0.00502000000,-1.60000,-0.10000
-0.00500000000,-1.20000,-0.10000
-0.00497999969,-1.20000,-0.10000
-0.00496000000,-1.20000,-0.10000
-0.00494000000,-1.60000,-0.10000
-0.00491999969,-1.20000,-0.10000
-0.00490000000,-1.20000,-0.10000
-0.00488000000,-1.20000,-0.10000
-0.00485999969,-1.60000,-0.10000
-0.00484000000,-1.20000,-0.10000
-0.00482000000,-1.20000,-0.08000
-0.00479999969,-1.20000,-0.10000
-0.00478000000,-1.20000,-0.10000
-0.00476000000,-1.20000,-0.10000
-0.00473999969,-1.20000,-0.08000
-0.00472000000,-1.60000,-0.10000
-0.00470000000,-1.20000,-0.10000
-0.00467999969,-1.20000,-0.10000
-0.00466000000,-0.80000,-0.10000
-0.00464000000,-1.20000,-0.10000
-0.00461999969,-1.60000,-0.10000
-0.00460000000,-1.20000,-0.10000
-0.00458000000,-1.20000,-0.10000
-0.00455999969,-1.20000,-0.10000
-0.00454000000,-1.60000,-0.10000
-0.00452000000,-1.20000,-0.08000
-0.00449999969,-1.20000,-0.10000
-0.00448000000,-1.20000,-0.10000
-0.00446000000,-1.20000,-0.10000
-0.00443999969,-1.20000,-0.10000
-0.00441999969,-1.20000,-0.10000
-0.00440000000,-1.20000,-0.10000
-0.00437999969,-1.20000,-0.10000
-0.00435999969,-1.20000,-0.10000
-0.00434000000,-1.20000,-0.10000
-0.00431999969,-1.20000,-0.10000
-0.00429999969,-1.60000,-0.10000
-0.00428000000,-1.20000,-0.10000
-0.00425999969,-1.20000,-0.10000
-0.00423999969,-1.60000,-0.10000
-0.00422000000,-1.20000,-0.08000
-0.00420000000,-1.20000,-0.10000
-0.00417999969,-1.60000,-0.10000
-0.00416000000,-1.20000,-0.10000
-0.00414000000,-1.20000,-0.10000
-0.00411999969,-1.20000,-0.10000
-0.00410000000,-1.20000,-0.10000
-0.00408000000,-1.20000,-0.08000
-0.00405999969,-1.60000,-0.10000
-0.00404000000,-1.20000,-0.10000
-0.00402000000,-1.60000,-0.10000
-0.00399999969,-1.60000,-0.10000
-0.00398000000,-1.20000,-0.08000
-0.00396000000,-1.60000,-0.10000
-0.00393999969,-1.20000,-0.08000
-0.00392000000,-1.20000,-0.10000
-0.00390000000,-1.60000,-0.10000
-0.00388000000,-1.20000,-0.10000
-0.00385999969,-1.20000,-0.10000
-0.00384000000,-1.20000,-0.10000
-0.00382000000,-1.20000,-0.10000
-0.00379999969,-1.60000,-0.10000
-0.00378000000,-1.20000,-0.10000
-0.00376000000,-1.20000,-0.10000
-0.00373999969,-1.20000,-0.10000
-0.00372000000,-1.20000,-0.10000
-0.00370000000,-1.60000,-0.10000
-0.00368000000,-1.60000,-0.10000
-0.00366000000,-1.60000,-0.10000
-0.00364000000,-1.60000,-0.10000
-0.00362000000,-1.20000,-0.10000
-0.00360000000,-1.20000,-0.10000
-0.00358000000,-1.20000,-0.10000
-0.00356000000,-1.20000,-0.10000
-0.00354000000,-1.20000,-0.10000
-0.00352000000,-1.60000,-0.10000
-0.00350000000,-1.20000,-0.08000
-0.00348000000,-1.60000,-0.10000
-0.00345999969,-1.60000,-0.10000
-0.00344000000,-1.20000,-0.10000
-0.00342000000,-1.60000,-0.10000
-0.00339999969,-1.60000,-0.10000
-0.00338000000,-1.20000,-0.10000
-0.00336000000,-1.20000,-0.10000
-0.00333999969,-1.60000,-0.10000
-0.00332000000,-1.20000,-0.10000
-0.00330000000,-1.20000,-0.10000
-0.00327999969,-1.20000,-0.10000
-0.00326000000,-1.20000,-0.10000
-0.00324000000,-1.60000,-0.08000
-0.00321999969,-1.20000,-0.10000
-0.00320000000,-1.60000,-0.10000
-0.00318000000,-1.20000,-0.08000
-0.00316000000,-1.20000,-0.10000
-0.00314000000,-1.20000,-0.08000
-0.00312000000,-1.20000,-0.08000
-0.00310000000,-1.20000,-0.10000
-0.00308000000,-1.20000,-0.10000
-0.00306000000,-1.20000,-0.10000
-0.00304000000,-1.60000,-0.10000
-0.00302000000,-1.20000,-0.08000
-0.00300000000,-1.20000,-0.08000
-0.00298000000,-1.20000,-0.10000
-0.00296000000,-1.20000,-0.10000
-0.00294000000,-1.20000,-0.10000
-0.00292000000,-1.20000,-0.10000
-0.00290000000,-1.20000,-0.10000
-0.00288000000,-1.60000,-0.08000
-0.00286000000,-1.20000,-0.10000
-0.00284000000,-1.60000,-0.10000
-0.00281999969,-1.60000,-0.10000
-0.00280000000,-1.20000,-0.10000
-0.00278000000,-1.60000,-0.10000
-0.00275999969,-1.20000,-0.10000
-0.00274000000,-1.20000,-0.10000
-0.00272000000,-1.20000,-0.10000
-0.00269999969,-1.20000,-0.10000
-0.00268000000,-1.60000,-0.10000
-0.00266000000,-1.20000,-0.08000
-0.00264000000,-1.20000,-0.10000
-0.00262000000,-1.60000,-0.10000
-0.00260000000,-1.60000,-0.10000
-0.00257999984,-1.20000,-0.10000
-0.00256000000,-1.60000,-0.10000
-0.00254000000,-1.20000,-0.08000
-0.00251999984,-1.20000,-0.10000
-0.00250000000,-1.20000,-0.10000
-0.00248000000,-1.20000,-0.10000
-0.00245999984,-1.60000,-0.10000
-0.00244000000,-1.60000,-0.10000
-0.00242000000,-1.20000,-0.10000
-0.00239999984,-1.20000,-0.10000
-0.00238000000,-1.60000,-0.10000
-0.00236000000,-1.60000,-0.10000
-0.00233999984,-1.20000,-0.08000
-0.00232000000,-1.20000,-0.10000
-0.00230000000,-1.20000,-0.10000
-0.00227999984,-1.20000,-0.08000
-0.00226000000,-1.60000,-0.10000
-0.00224000000,-1.60000,-0.08000
-0.00221999984,-1.20000,-0.10000
-0.00220000000,-1.20000,-0.10000
-0.00217999984,-1.20000,-0.10000
-0.00215999984,-1.20000,-0.10000
-0.00214000000,-1.60000,-0.10000
-0.00211999984,-1.20000,-0.10000
-0.00210000000,-1.20000,-0.10000
-0.00208000000,-1.60000,-0.08000
-0.00205999984,-1.20000,-0.10000
-0.00204000000,-1.60000,-0.10000
-0.00202000000,-1.20000,-0.10000
-0.00199999984,-1.20000,-0.10000
-0.00198000000,-1.20000,-0.10000
-0.00196000000,-1.20000,-0.10000
-0.00194000000,-1.60000,-0.10000
-0.00192000000,-1.60000,-0.10000
-0.00189999988,-1.20000,-0.10000
-0.00188000000,-1.20000,-0.08000
-0.00186000000,-1.60000,-0.10000
-0.00183999988,-1.20000,-0.10000
-0.00182000000,-1.20000,-0.10000
-0.00180000000,-1.20000,-0.10000
-0.00177999988,-1.60000,-0.08000
-0.00176000000,-1.20000,-0.10000
-0.00174000000,-1.20000,-0.10000
-0.00172000000,-1.60000,-0.10000
-0.00169999988,-1.20000,-0.10000
-0.00168000000,-1.20000,-0.10000
-0.00166000000,-1.60000,-0.10000
-0.00163999988,-1.60000,-0.10000
-0.00162000000,-1.20000,-0.10000
-0.00160000000,-1.20000,-0.08000
-0.00157999988,-1.20000,-0.10000
-0.00156000000,-1.20000,-0.10000
-0.00154000000,-1.20000,-0.10000
-0.00151999988,-1.20000,-0.10000
-0.00150000000,-1.20000,-0.10000
-0.00148000000,-1.20000,-0.10000
-0.00146000000,-1.60000,-0.10000
-0.00144000000,-1.20000,-0.08000
-0.00142000000,-1.20000,-0.10000
-0.00140000000,-1.20000,-0.10000
-0.00137999988,-1.20000,-0.10000
-0.00136000000,-1.20000,-0.10000
-0.00134000000,-1.20000,-0.08000
-0.00131999988,-1.60000,-0.08000
-0.00130000000,-1.60000,-0.08000
-0.00128000000,-1.20000,-0.10000
-0.00125999988,-1.20000,-0.10000
-0.00124000000,-1.20000,-0.10000
-0.00122000000,-1.20000,-0.10000
-0.00120000000,-1.60000,-0.10000
-0.00118000000,-1.20000,-0.10000
-0.00116000000,-1.20000,-0.10000
-0.00114000000,-1.20000,-0.10000
-0.00112000000,-1.20000,-0.10000
-0.00110000000,-1.20000,-0.10000
-0.00108000000,-1.20000,-0.10000
-0.00105999988,-1.20000,-0.10000
-0.00104000000,-1.60000,-0.10000
-0.00101999994,-1.60000,-0.10000
-0.00099999994,-1.60000,-0.08000
-0.00098000000,-1.60000,-0.10000
-0.00096000000,-1.20000,-0.10000
-0.00094000000,-1.20000,-0.10000
-0.00091999994,-1.20000,-0.10000
-0.00090000000,-1.20000,-0.10000
-0.00088000000,-1.20000,-0.10000
-0.00086000000,-1.20000,-0.10000
-0.00084000000,-1.20000,-0.10000
-0.00081999994,-1.60000,-0.10000
-0.00080000000,-1.20000,-0.10000
-0.00078000000,-1.60000,-0.10000
-0.00075999994,-1.20000,-0.08000
-0.00074000000,-1.60000,-0.08000
-0.00072000000,-1.60000,-0.10000
-0.00070000000,-1.20000,-0.10000
-0.00068000000,-1.20000,-0.08000
-0.00065999994,-1.20000,-0.10000
-0.00064000000,-1.20000,-0.10000
-0.00062000000,-1.60000,-0.10000
-0.00060000000,-1.20000,-0.08000
-0.00058000000,-1.20000,-0.08000
-0.00056000000,-1.60000,-0.08000
-0.00054000000,-1.20000,-0.10000
-0.00052000000,-1.20000,-0.08000
-0.00049999997,-1.60000,-0.10000
-0.00048000000,-1.20000,-0.10000
-0.00045999997,-1.20000,-0.08000
-0.00044000000,-1.20000,-0.10000
-0.00042000000,-1.60000,-0.10000
-0.00040000000,-1.60000,-0.08000
-0.00037999997,-1.60000,-0.08000
-0.00036000000,-1.20000,-0.10000
-0.00034000000,-1.20000,-0.10000
-0.00032000000,-1.20000,-0.08000
-0.00030000000,-1.20000,-0.08000
-0.00028000000,-1.20000,-0.08000
-0.00026000000,-1.20000,-0.08000
-0.00024000000,-1.20000,-0.06000
-0.00022000000,-1.20000,-0.02000
-0.00020000000,-1.20000,0.12000
-0.00018000000,-0.80000,0.40000
-0.00016000000,-0.80000,0.28000
-0.00014000000,-0.80000,0.38000
-0.00012000000,-0.80000,0.44000
-0.00010000000,0.40000,1.88000
-0.00008000000,0.40000,1.82000
-0.00006000000,0.40000,1.82000
-0.00004000000,0.40000,1.82000
-0.00002000000,0.40000,1.84000
 0.00000000000,0.80000,1.82000
 0.00002000000,0.40000,1.82000
 0.00004000000,0.40000,1.82000
 0.00006000000,0.40000,1.82000
 0.00008000000,0.80000,1.82000
 0.00010000000,0.80000,1.82000
 0.00012000000,0.80000,1.82000
 0.00014000000,0.80000,1.82000
 0.00016000000,0.80000,1.82000
 0.00018000000,0.40000,1.82000
 0.00020000000,0.80000,1.82000
 0.00022000000,1.20000,1.82000
 0.00024000000,0.80000,1.82000
 0.00026000000,0.80000,1.82000
 0.00028000000,0.80000,1.80000
 0.00030000000,0.80000,1.80000
 0.00032000000,0.80000,1.82000
 0.00034000000,0.80000,1.82000
 0.00036000000,0.80000,1.80000
 0.00037999997,0.80000,1.80000
 0.00040000000,0.80000,1.80000
 0.00042000000,0.80000,1.80000
 0.00044000000,1.20000,1.80000
 0.00045999997,0.80000,1.80000
 0.00048000000,0.80000,1.80000
 0.00049999997,1.20000,1.80000
 0.00052000000,1.20000,1.80000
 0.00054000000,0.80000,1.80000
 0.00056000000,1.20000,1.80000
 0.00058000000,0.80000,1.80000
 0.00060000000,1.20000,1.80000
 0.00062000000,1.20000,1.80000
 0.00064000000,1.20000,1.80000
 0.00065999994,1.20000,1.80000
 0.00068000000,1.20000,1.80000
 0.00070000000,1.20000,1.80000
 0.00072000000,1.20000,1.80000
 0.00074000000,1.20000,1.80000
 0.00075999994,1.20000,1.80000
 0.00078000000,1.20000,1.80000
 0.00080000000,1.20000,1.80000
 0.00081999994,1.20000,1.80000
 0.00084000000,1.20000,1.80000
 0.00086000000,1.20000,1.80000
 0.00088000000,1.60000,1.80000
 0.00090000000,1.60000,1.80000
 0.00091999994,1.60000,1.80000
 0.00094000000,1.60000,1.80000
 0.00096000000,1.60000,1.80000
 0.00098000000,1.60000,1.80000
 0.00099999994,1.60000,1.80000
 0.00101999994,1.60000,1.80000
 0.00104000000,1.60000,1.80000
 0.00105999988,1.20000,1.80000
 0.00108000000,1.60000,1.80000
 0.00110000000,1.60000,1.80000
 0.00112000000,1.60000,1.80000
 0.00114000000,1.60000,1.80000
 0.00116000000,1.60000,1.80000
 0.00118000000,1.60000,1.80000
 0.00120000000,1.60000,1.80000
 0.00122000000,1.60000,1.80000
 0.00124000000,2.00000,1.80000
 0.00125999988,1.60000,1.80000
 0.00128000000,2.00000,1.80000
 0.00130000000,2.00000,1.80000
 0.00131999988,1.60000,1.80000
 0.00134000000,1.60000,1.80000
 0.00136000000,2.00000,1.80000
 0.00137999988,1.60000,1.80000
 0.00140000000,1.60000,1.80000
 0.00142000000,2.00000,1.80000
 0.00144000000,2.00000,1.80000
 0.00146000000,2.00000,1.80000
 0.00148000000,2.00000,1.80000
 0.00150000000,2.00000,1.80000
 0.00151999988,2.00000,1.80000
 0.00154000000,1.60000,1.80000
 0.00156000000,2.00000,1.78000
 0.00157999988,2.00000,1.80000
 0.00160000000,2.00000,1.80000
 0.00162000000,2.00000,1.78000
 0.00163999988,2.00000,1.78000
 0.00166000000,2.00000,1.80000
 0.00168000000,2.00000,1.80000
 0.00169999988,2.00000,1.80000
 0.00172000000,2.40000,1.78000
 0.00174000000,2.00000,1.80000
 0.00176000000,2.00000,1.80000
 0.00177999988,2.00000,1.80000
 0.00180000000,2.40000,1.80000
 0.00182000000,2.40000,1.80000
 0.00183999988,2.40000,1.80000
 0.00186000000,2.00000,1.80000
 0.00188000000,2.40000,1.80000
 0.00189999988,2.40000,1.78000
 0.00192000000,2.40000,1.80000
 0.00194000000,2.40000,1.80000
 0.00196000000,2.40000,1.80000
 0.00198000000,2.40000,1.80000
 0.00199999984,2.40000,1.78000
 0.00202000000,2.40000,1.78000
 0.00204000000,2.80000,1.78000
 0.00205999984,2.80000,1.80000
 0.00208000000,2.40000,1.78000
 0.00210000000,2.40000,1.80000
 0.00211999984,2.80000,1.78000
 0.00214000000,2.80000,1.80000
 0.00215999984,2.80000,1.80000
 0.00217999984,2.40000,1.80000
 0.00220000000,2.80000,1.80000
 0.00221999984,2.40000,1.80000
 0.00224000000,2.80000,1.80000
 0.00226000000,2.40000,1.78000
 0.00227999984,2.80000,1.80000
 0.00230000000,2.40000,1.80000
 0.00232000000,2.80000,1.78000
 0.00233999984,2.80000,1.80000
 0.00236000000,2.80000,1.80000
 0.00238000000,2.40000,1.80000
 0.00239999984,2.80000,1.80000
 0.00242000000,2.80000,1.78000
 0.00244000000,2.80000,1.80000
 0.00245999984,2.80000,1.78000
 0.00248000000,2.80000,1.80000
 0.00250000000,2.80000,1.80000
 0.00251999984,2.80000,1.80000
 0.00254000000,2.80000,1.80000
 0.00256000000,3.20000,1.80000
 0.00257999984,3.20000,1.80000
 0.00260000000,2.80000,1.80000
 0.00262000000,2.80000,1.80000
 0.00264000000,2.80000,1.80000
 0.00266000000,2.80000,1.80000
 0.00268000000,2.80000,1.80000
 0.00269999969,3.20000,1.80000
 0.00272000000,3.20000,1.80000
 0.00274000000,3.20000,1.80000
 0.00275999969,3.20000,1.80000
 0.00278000000,3.20000,1.80000
 0.00280000000,3.20000,1.80000
 0.00281999969,3.20000,1.80000
 0.00284000000,3.20000,1.80000
 0.00286000000,3.20000,1.80000
 0.00288000000,3.20000,1.80000
 0.00290000000,3.20000,1.80000
 0.00292000000,3.60000,1.80000
 0.00294000000,3.20000,1.80000
 0.00296000000,3.60000,1.78000
 0.00298000000,3.60000,1.80000
 0.00300000000,3.60000,1.80000
 0.00302000000,3.60000,1.80000
 0.00304000000,3.60000,1.80000
 0.00306000000,3.60000,1.78000
 0.00308000000,3.60000,1.80000
 0.00310000000,3.60000,1.80000
 0.00312000000,3.60000,1.80000
 0.00314000000,3.60000,1.80000
 0.00316000000,3.60000,1.80000
 0.00318000000,3.20000,1.80000
 0.00320000000,3.60000,1.80000
 0.00321999969,3.60000,1.80000
 0.00324000000,3.60000,1.80000
 0.00326000000,3.60000,1.80000
 0.00327999969,3.60000,1.80000
 0.00330000000,3.60000,1.80000
 0.00332000000,3.60000,1.80000
 0.00333999969,4.00000,1.80000
 0.00336000000,4.00000,1.80000
 0.00338000000,3.60000,1.80000
 0.00339999969,4.00000,1.80000
 0.00342000000,4.00000,1.80000
 0.00344000000,4.00000,1.80000
 0.00345999969,4.00000,1.80000
 0.00348000000,3.60000,1.80000
 0.00350000000,4.00000,1.80000
 0.00352000000,4.00000,1.80000
 0.00354000000,4.00000,1.80000
 0.00356000000,4.00000,1.80000
 0.00358000000,4.00000,1.80000
 0.00360000000,4.00000,1.80000
 0.00362000000,3.60000,1.80000
 0.00364000000,4.00000,1.80000
 0.00366000000,4.00000,1.80000
 0.00368000000,4.00000,1.80000
 0.00370000000,4.00000,1.80000
 0.00372000000,4.00000,1.80000
 0.00373999969,4.00000,1.80000
 0.00376000000,4.00000,1.80000
 0.00378000000,4.00000,1.80000
 0.00379999969,4.40000,1.80000
 0.00382000000,4.00000,1.80000
 0.00384000000,4.40000,1.80000
 0.00385999969,4.40000,1.80000
 0.00388000000,4.40000,1.80000
 0.00390000000,4.40000,1.80000
 0.00392000000,4.40000,1.80000
 0.00393999969,4.40000,1.80000
 0.00396000000,4.40000,1.80000
 0.00398000000,4.40000,1.80000
 0.00399999969,4.40000,1.80000
 0.00402000000,4.40000,1.80000
 0.00404000000,4.40000,1.80000
 0.00405999969,4.40000,1.80000
 0.00408000000,4.40000,1.80000
 0.00410000000,4.40000,1.80000
 0.00411999969,4.40000,1.80000
 0.00414000000,4.40000,1.80000
 0.00416000000,4.40000,1.80000
 0.00417999969,4.80000,1.80000
 0.00420000000,4.40000,1.80000
 0.00422000000,4.40000,1.80000
 0.00423999969,4.80000,1.80000
 0.00425999969,4.40000,1.80000
 0.00428000000,4.80000,1.80000
 0.00429999969,4.80000,1.80000
 0.00431999969,4.40000,1.80000
 0.00434000000,4.80000,1.80000
 0.00435999969,4.80000,1.80000
 0.00437999969,4.80000,1.80000
 0.00440000000,4.80000,1.80000
 0.00441999969,4.80000,1.80000
 0.00443999969,4.80000,1.80000
 0.00446000000,4.80000,1.80000
 0.00448000000,4.80000,1.80000
 0.00449999969,4.80000,1.80000
 0.00452000000,4.80000,1.80000
 0.00454000000,4.80000,1.80000
 0.00455999969,4.80000,1.80000
 0.00458000000,4.80000,1.80000
 0.00460000000,5.20000,1.80000
 0.00461999969,5.20000,1.80000
 0.00464000000,4.80000,1.80000
 0.00466000000,5.20000,1.80000
 0.00467999969,5.20000,1.80000
 0.00470000000,5.20000,1.80000
 0.00472000000,5.20000,1.80000
 0.00473999969,5.20000,1.80000
 0.00476000000,5.20000,1.80000
 0.00478000000,5.20000,1.80000
 0.00479999969,5.20000,1.82000
